name,skin_tone,gender,age,is_face
TRAIN0298.png,3,0,2,True
TRAIN0300.png,2,0,3,True
TRAIN0301.png,8,0,0,False
TRAIN0302.png,2,0,0,False
TRAIN0305.png,0,0,0,True
TRAIN0306.png,2,0,1,False
TRAIN0307.png,8,1,2,True
TRAIN0308.png,1,0,0,True
TRAIN0309.png,1,0,1,True
TRAIN0310.png,0,0,1,True
TRAIN0312.png,0,0,1,True
TRAIN0313.png,5,1,0,True
TRAIN0314.png,9,1,2,True
TRAIN0317.png,5,0,2,False
TRAIN0319.png,2,1,0,True
TRAIN0320.png,3,1,1,True
TRAIN0322.png,2,1,2,True
TRAIN0323.png,1,0,1,True
TRAIN0324.png,4,0,1,True
TRAIN0326.png,3,1,0,True
TRAIN0327.png,5,1,2,True
TRAIN0328.png,0,1,1,True
TRAIN0334.png,5,0,1,True
TRAIN0336.png,4,1,1,True
TRAIN0337.png,4,0,2,True
TRAIN0339.png,2,0,2,True
TRAIN0340.png,1,1,2,False
TRAIN0341.png,5,0,1,False
TRAIN0342.png,5,0,1,True
TRAIN0343.png,2,0,2,True
TRAIN0347.png,4,1,2,True
TRAIN0348.png,7,1,2,True
TRAIN0350.png,2,0,2,True
TRAIN0351.png,5,1,3,True
TRAIN0354.png,2,0,1,True
TRAIN0358.png,6,1,1,True
TRAIN0361.png,2,0,2,True
TRAIN0362.png,4,0,2,False
TRAIN0363.png,2,0,1,True
TRAIN0364.png,1,1,1,False
TRAIN0365.png,3,0,0,False
TRAIN0370.png,5,1,0,True
TRAIN0371.png,3,0,2,True
TRAIN0372.png,3,0,1,True
TRAIN0375.png,2,0,1,True
TRAIN0377.png,6,0,1,True
TRAIN0378.png,6,1,2,True
TRAIN0380.png,2,0,1,True
TRAIN0383.png,2,0,1,True
TRAIN0384.png,1,0,1,False
TRAIN0387.png,2,0,1,True
TRAIN0389.png,3,0,1,True
TRAIN0390.png,4,0,2,False
TRAIN0391.png,0,0,2,False
TRAIN0392.png,2,1,1,False
TRAIN0394.png,3,0,1,True
TRAIN0395.png,8,0,1,False
TRAIN0397.png,7,0,0,True
TRAIN0400.png,0,1,1,True
TRAIN0403.png,9,1,1,True
TRAIN0404.png,3,0,1,False
TRAIN0405.png,7,1,1,True
TRAIN0406.png,6,1,2,False
TRAIN0413.png,2,0,1,True
TRAIN0417.png,8,0,0,False
TRAIN0421.png,2,1,2,True
TRAIN0423.png,3,0,1,True
TRAIN0425.png,4,1,0,True
TRAIN0432.png,0,1,1,True
TRAIN0435.png,2,0,1,True
TRAIN0437.png,1,0,1,True
TRAIN0441.png,6,0,0,True
TRAIN0442.png,7,1,0,True
TRAIN0443.png,0,0,0,True
TRAIN0444.png,3,1,0,True
TRAIN0445.png,4,1,2,True
TRAIN0446.png,5,1,1,True
TRAIN0448.png,5,0,2,False
TRAIN0454.png,3,0,1,True
TRAIN0458.png,8,1,0,False
TRAIN0460.png,3,0,1,True
TRAIN0464.png,3,0,1,False
TRAIN0466.png,4,0,1,False
TRAIN0470.png,6,1,2,True
TRAIN0471.png,2,1,0,True
TRAIN0475.png,4,0,2,True
TRAIN0477.png,2,1,0,True
TRAIN0478.png,8,1,2,True
TRAIN0482.png,5,1,1,False
TRAIN0488.png,5,0,1,False
TRAIN0489.png,2,0,1,True
TRAIN0491.png,2,0,2,True
TRAIN0492.png,3,0,1,True
TRAIN0495.png,6,1,0,True
TRAIN0497.png,8,1,3,True
TRAIN0498.png,0,0,1,True
TRAIN0501.png,0,0,1,True
TRAIN0502.png,2,0,2,False
TRAIN0503.png,3,0,1,True
TRAIN0504.png,0,1,1,False
TRAIN0505.png,4,0,1,True
TRAIN0506.png,2,0,1,True
TRAIN0509.png,7,1,2,True
TRAIN0511.png,2,0,1,True
TRAIN0512.png,2,0,2,False
TRAIN0514.png,7,0,2,False
TRAIN0515.png,0,1,1,True
TRAIN0517.png,4,0,1,True
TRAIN0519.png,4,1,2,True
TRAIN0520.png,2,1,2,True
TRAIN0522.png,3,0,1,True
TRAIN0523.png,4,0,1,False
TRAIN0525.png,1,1,0,False
TRAIN0526.png,1,0,2,False
TRAIN0527.png,2,0,0,True
TRAIN0528.png,2,1,2,True
TRAIN0529.png,1,1,2,False
TRAIN0531.png,2,1,2,False
TRAIN0534.png,3,0,2,True
TRAIN0536.png,6,1,1,False
TRAIN0537.png,1,0,0,False
TRAIN0539.png,8,0,0,False
TRAIN0540.png,1,0,1,True
TRAIN0541.png,6,1,1,False
TRAIN0547.png,0,0,1,True
TRAIN0548.png,5,0,2,True
TRAIN0550.png,1,0,1,True
TRAIN0552.png,6,0,0,False
TRAIN0553.png,1,1,0,True
TRAIN0557.png,2,1,1,True
TRAIN0558.png,4,1,3,True
TRAIN0559.png,2,1,1,True
TRAIN0561.png,7,0,0,True
TRAIN0564.png,1,1,0,True
TRAIN0566.png,1,1,1,True
TRAIN0569.png,0,0,2,False
TRAIN0570.png,3,1,2,True
TRAIN0571.png,2,0,0,False
TRAIN0572.png,3,0,1,True
TRAIN0574.png,1,0,1,False
TRAIN0579.png,1,0,0,True
TRAIN0581.png,1,0,1,True
TRAIN0584.png,5,1,3,True
TRAIN0585.png,4,1,2,True
TRAIN0587.png,1,0,3,True
TRAIN0589.png,3,0,1,True
TRAIN0593.png,2,1,1,False
TRAIN0595.png,9,1,0,True
TRAIN0596.png,6,1,1,True
TRAIN0597.png,7,0,1,True
TRAIN0599.png,3,0,1,True
TRAIN0600.png,2,0,1,False
TRAIN0601.png,5,1,0,True
TRAIN0602.png,1,0,1,True
TRAIN0604.png,3,0,1,True
TRAIN0606.png,3,0,2,False
TRAIN0607.png,1,1,1,True
TRAIN0609.png,6,0,0,True
TRAIN0612.png,9,0,3,True
TRAIN0614.png,3,0,2,False
TRAIN0615.png,1,1,0,True
TRAIN0616.png,4,0,0,True
TRAIN0617.png,3,0,2,True
TRAIN0618.png,3,1,1,True
TRAIN0619.png,2,0,1,False
TRAIN0626.png,1,1,0,True
TRAIN0627.png,3,1,1,True
TRAIN0628.png,4,0,1,True
TRAIN0629.png,5,1,0,False
TRAIN0630.png,3,0,1,False
TRAIN0631.png,2,0,1,True
TRAIN0632.png,3,1,3,False
TRAIN0635.png,1,1,1,False
TRAIN0636.png,6,1,0,True
TRAIN0638.png,3,1,2,False
TRAIN0639.png,1,0,1,True
TRAIN0640.png,4,0,1,True
TRAIN0641.png,3,1,2,True
TRAIN0643.png,6,1,2,True
TRAIN0644.png,7,0,0,True
TRAIN0645.png,5,0,2,False
TRAIN0646.png,0,1,1,False
TRAIN0648.png,4,0,1,True
TRAIN0649.png,1,0,1,True
TRAIN0652.png,2,1,1,True
TRAIN0653.png,3,0,0,True
TRAIN0654.png,1,0,1,True
TRAIN0656.png,3,0,0,True
TRAIN0657.png,4,1,1,True
TRAIN0658.png,2,1,2,True
TRAIN0659.png,4,0,0,False
TRAIN0660.png,3,0,1,True
TRAIN0661.png,1,0,0,False
TRAIN0663.png,2,0,0,False
TRAIN0665.png,7,0,2,True
TRAIN0666.png,7,1,1,False
TRAIN0669.png,3,0,1,True
TRAIN0671.png,1,0,1,False
TRAIN0674.png,2,0,1,True
TRAIN0675.png,1,0,0,True
TRAIN0677.png,3,0,2,True
TRAIN0678.png,4,0,2,True
TRAIN0679.png,6,0,0,True
TRAIN0680.png,5,0,1,True
TRAIN0681.png,3,1,2,True
TRAIN0682.png,3,0,1,True
TRAIN0684.png,5,1,3,True
TRAIN0685.png,2,1,2,False
TRAIN0686.png,4,0,2,False
TRAIN0687.png,4,1,0,True
TRAIN0688.png,1,0,0,False
TRAIN0689.png,2,0,0,False
TRAIN0690.png,3,1,1,True
TRAIN0691.png,2,0,2,True
TRAIN0692.png,3,0,2,True
TRAIN0693.png,2,0,1,True
TRAIN0695.png,1,0,1,True
TRAIN0697.png,4,1,0,False
TRAIN0698.png,4,0,2,False
TRAIN0699.png,6,0,0,False
TRAIN0701.png,3,0,1,True
TRAIN0702.png,7,0,2,True
TRAIN0706.png,0,1,0,True
TRAIN0709.png,4,0,1,True
TRAIN0711.png,1,0,1,True
TRAIN0717.png,1,1,1,False
TRAIN0719.png,3,0,1,False
TRAIN0721.png,2,0,1,True
TRAIN0722.png,5,1,0,True
TRAIN0723.png,1,0,2,True
TRAIN0726.png,2,1,1,False
TRAIN0727.png,5,0,0,True
TRAIN0728.png,2,1,2,False
TRAIN0729.png,2,1,3,True
TRAIN0731.png,2,0,1,True
TRAIN0732.png,7,0,2,True
TRAIN0734.png,1,0,1,True
TRAIN0737.png,6,1,2,True
TRAIN0739.png,2,1,2,True
TRAIN0745.png,6,0,2,True
TRAIN0746.png,6,1,3,True
TRAIN0748.png,3,0,1,True
TRAIN0752.png,3,0,1,True
TRAIN0753.png,6,1,0,True
TRAIN0754.png,1,1,0,True
TRAIN0755.png,3,1,0,True
TRAIN0759.png,1,1,0,True
TRAIN0760.png,1,1,1,False
TRAIN0762.png,4,0,2,True
TRAIN0763.png,2,0,1,True
TRAIN0767.png,3,0,2,False
TRAIN0768.png,6,0,1,False
TRAIN0769.png,3,1,1,False
TRAIN0770.png,6,0,3,False
TRAIN0771.png,2,0,2,True
TRAIN0773.png,2,1,2,True
TRAIN0775.png,5,0,1,False
TRAIN0776.png,4,0,2,True
TRAIN0778.png,3,1,1,False
TRAIN0779.png,3,1,2,True
TRAIN0780.png,2,1,2,False
TRAIN0781.png,2,0,0,True
TRAIN0783.png,2,1,0,True
TRAIN0784.png,3,0,0,False
TRAIN0785.png,4,1,2,True
TRAIN0786.png,2,1,0,True
TRAIN0787.png,2,0,1,True
TRAIN0790.png,2,0,1,True
TRAIN0791.png,2,0,1,False
TRAIN0792.png,3,0,1,True
TRAIN0797.png,2,0,1,True
TRAIN0798.png,4,0,1,True
TRAIN0800.png,6,1,2,True
TRAIN0802.png,6,1,0,True
TRAIN0803.png,1,0,1,True
TRAIN0805.png,3,0,1,True
TRAIN0806.png,6,1,1,False
TRAIN0807.png,5,0,1,True
TRAIN0808.png,3,0,1,True
TRAIN0810.png,8,0,1,True
TRAIN0813.png,1,0,1,True
TRAIN0814.png,2,0,0,False
TRAIN0816.png,5,1,2,True
TRAIN0817.png,3,1,1,True
TRAIN0818.png,7,0,1,True
TRAIN0821.png,3,0,2,True
TRAIN0822.png,4,1,0,False
TRAIN0823.png,4,0,0,False
TRAIN0824.png,6,1,1,False
TRAIN0826.png,2,0,1,True
TRAIN0827.png,1,0,1,True
TRAIN0829.png,4,1,1,True
TRAIN0830.png,6,0,1,False
TRAIN0831.png,1,1,0,True
TRAIN0834.png,5,0,1,True
TRAIN0835.png,1,0,1,True
TRAIN0838.png,2,0,0,True
TRAIN0840.png,2,0,1,True
TRAIN0841.png,2,0,1,True
TRAIN0842.png,3,0,2,True
TRAIN0843.png,1,1,1,True
TRAIN0844.png,2,1,0,True
TRAIN0846.png,5,0,1,True
TRAIN0847.png,2,0,0,True
TRAIN0848.png,4,0,1,True
TRAIN0849.png,1,0,0,True
TRAIN0853.png,4,0,1,False
TRAIN0854.png,7,0,1,False
TRAIN0857.png,4,0,1,True
TRAIN0858.png,5,1,1,True
TRAIN0860.png,2,1,2,False
TRAIN0863.png,3,0,1,False
TRAIN0864.png,3,1,1,True
TRAIN0865.png,2,1,1,True
TRAIN0869.png,8,0,1,True
TRAIN0870.png,2,1,1,True
TRAIN0873.png,3,0,1,True
TRAIN0874.png,6,1,2,True
TRAIN0877.png,6,0,1,True
TRAIN0878.png,5,0,3,False
TRAIN0880.png,5,1,1,True
TRAIN0884.png,5,1,3,True
TRAIN0885.png,7,1,3,True
TRAIN0887.png,5,1,0,False
TRAIN0888.png,3,0,1,True
TRAIN0891.png,3,0,2,False
TRAIN0892.png,1,0,1,False
TRAIN0893.png,4,1,2,True
TRAIN0894.png,1,1,3,False
TRAIN0896.png,3,1,2,True
TRAIN0897.png,8,1,0,True
TRAIN0899.png,3,1,1,False
TRAIN0901.png,1,1,1,True
TRAIN0903.png,4,0,1,True
TRAIN0905.png,4,0,0,True
TRAIN0907.png,4,0,3,True
TRAIN0910.png,5,1,1,True
TRAIN0911.png,3,0,1,True
TRAIN0912.png,1,0,2,True
TRAIN0913.png,3,0,1,True
TRAIN0915.png,2,0,1,True
TRAIN0917.png,3,0,1,False
TRAIN0918.png,6,0,2,False
TRAIN0919.png,3,0,2,True
TRAIN0920.png,3,0,2,False
TRAIN0922.png,8,0,1,True
TRAIN0923.png,5,1,2,True
TRAIN0925.png,4,0,1,True
TRAIN0926.png,1,0,1,True
TRAIN0929.png,8,0,2,True
TRAIN0931.png,2,0,0,True
TRAIN0935.png,3,0,1,True
TRAIN0936.png,0,0,2,True
TRAIN0938.png,4,0,0,True
TRAIN0941.png,3,0,1,True
TRAIN0943.png,3,0,3,True
TRAIN0944.png,7,0,1,True
TRAIN0946.png,7,0,1,True
TRAIN0948.png,0,1,0,True
TRAIN0949.png,6,0,2,True
TRAIN0950.png,0,0,2,False
TRAIN0951.png,2,1,0,False
TRAIN0955.png,6,0,0,False
TRAIN0959.png,6,0,0,False
TRAIN0961.png,9,0,1,True
TRAIN0962.png,7,1,0,True
TRAIN0964.png,4,0,2,True
TRAIN0966.png,4,0,2,False
TRAIN0968.png,2,0,1,False
TRAIN0969.png,2,0,1,True
TRAIN0972.png,2,0,2,True
TRAIN0974.png,4,1,2,False
TRAIN0975.png,4,1,0,True
TRAIN0976.png,0,0,3,True
TRAIN0978.png,2,1,1,True
TRAIN0980.png,2,1,1,False
TRAIN0982.png,2,0,2,True
TRAIN0983.png,1,0,2,True
TRAIN0984.png,1,0,0,False
TRAIN0985.png,5,0,2,True
TRAIN0986.png,6,0,2,False
TRAIN0987.png,2,0,2,False
TRAIN0988.png,2,1,1,False
TRAIN0989.png,1,1,1,True
TRAIN0990.png,4,0,2,True
TRAIN0991.png,1,0,1,True
TRAIN0992.png,4,0,1,True
TRAIN0994.png,2,0,1,True
TRAIN0997.png,2,0,2,True
TRAIN0998.png,4,0,2,True
TRAIN0999.png,5,1,3,True
TRAIN1000.png,3,0,1,True
TRAIN10000.png,2,0,0,True
TRAIN10001.png,6,1,0,False
TRAIN10002.png,1,0,0,False
TRAIN10003.png,2,1,2,True
TRAIN10006.png,5,1,1,False
TRAIN10008.png,7,0,1,False
TRAIN10011.png,3,0,1,False
TRAIN10013.png,4,1,1,True
TRAIN10014.png,4,0,1,True
TRAIN10015.png,5,0,2,False
TRAIN10016.png,6,1,2,False
TRAIN10017.png,1,1,0,True
TRAIN10018.png,3,0,1,True
TRAIN10019.png,4,0,1,False
TRAIN10021.png,5,0,1,False
TRAIN10023.png,2,1,2,True
TRAIN10024.png,0,0,1,True
TRAIN10026.png,4,1,1,False
TRAIN10027.png,4,0,2,True
TRAIN10028.png,2,1,2,True
TRAIN1003.png,5,0,3,True
TRAIN10030.png,1,1,2,False
TRAIN10031.png,7,1,0,True
TRAIN10034.png,3,0,1,True
TRAIN10035.png,2,0,0,False
TRAIN10037.png,4,1,2,False
TRAIN10039.png,0,0,0,True
TRAIN1004.png,4,1,2,True
TRAIN10041.png,3,1,1,True
TRAIN10042.png,0,1,2,True
TRAIN10043.png,2,0,1,True
TRAIN10046.png,6,1,2,True
TRAIN10048.png,3,0,0,False
TRAIN10049.png,3,0,1,False
TRAIN10051.png,5,1,1,True
TRAIN10052.png,9,0,1,True
TRAIN10053.png,3,0,1,True
TRAIN10055.png,2,1,1,False
TRAIN10056.png,1,1,0,True
TRAIN10057.png,4,1,1,True
TRAIN10058.png,8,1,1,True
TRAIN10061.png,3,1,1,True
TRAIN10062.png,2,0,1,True
TRAIN10063.png,4,1,0,True
TRAIN10064.png,4,1,1,True
TRAIN10068.png,2,0,1,False
TRAIN1007.png,0,1,1,False
TRAIN10070.png,2,0,2,True
TRAIN10071.png,4,0,1,True
TRAIN10074.png,4,1,1,True
TRAIN10075.png,8,0,1,True
TRAIN10078.png,4,1,1,True
TRAIN10079.png,8,1,2,True
TRAIN1008.png,4,1,1,True
TRAIN10082.png,2,0,2,True
TRAIN10084.png,3,0,1,False
TRAIN10086.png,4,1,0,True
TRAIN10088.png,1,0,1,True
TRAIN1009.png,8,1,0,True
TRAIN10090.png,1,1,1,True
TRAIN10091.png,5,0,3,True
TRAIN10095.png,8,1,0,True
TRAIN10097.png,4,0,2,False
TRAIN10098.png,4,0,1,True
TRAIN10103.png,1,0,1,True
TRAIN10104.png,8,1,0,True
TRAIN10106.png,6,1,1,False
TRAIN10107.png,6,1,0,True
TRAIN10108.png,7,0,2,True
TRAIN10109.png,6,1,1,True
TRAIN10110.png,3,1,2,True
TRAIN10112.png,2,0,1,False
TRAIN10114.png,8,0,2,True
TRAIN10115.png,4,0,1,True
TRAIN10116.png,2,1,3,True
TRAIN10117.png,1,0,1,True
TRAIN10118.png,5,1,2,True
TRAIN1012.png,2,1,0,True
TRAIN10123.png,2,1,1,False
TRAIN10124.png,1,0,2,True
TRAIN10125.png,5,0,2,False
TRAIN1013.png,2,0,1,False
TRAIN10131.png,1,0,1,False
TRAIN10133.png,4,0,2,True
TRAIN10136.png,3,1,1,False
TRAIN10137.png,2,1,1,True
TRAIN10138.png,3,1,0,True
TRAIN10139.png,2,0,1,False
TRAIN1014.png,3,0,1,True
TRAIN10140.png,4,0,2,True
TRAIN10143.png,2,0,1,True
TRAIN10147.png,5,1,1,False
TRAIN1015.png,1,1,0,False
TRAIN10150.png,6,1,1,False
TRAIN10152.png,2,0,1,True
TRAIN10153.png,4,0,1,True
TRAIN10155.png,3,0,1,True
TRAIN10156.png,3,0,1,True
TRAIN10157.png,2,0,0,False
TRAIN10159.png,5,0,0,True
TRAIN1016.png,2,0,1,False
TRAIN10160.png,5,0,0,False
TRAIN10165.png,3,1,0,False
TRAIN10167.png,5,1,1,False
TRAIN10168.png,3,1,0,True
TRAIN10169.png,5,0,0,False
TRAIN10170.png,4,1,1,False
TRAIN10173.png,0,1,2,False
TRAIN10174.png,5,0,2,False
TRAIN10176.png,2,0,1,False
TRAIN10177.png,6,1,0,False
TRAIN10178.png,2,0,3,True
TRAIN10181.png,7,0,1,False
TRAIN10183.png,1,0,2,True
TRAIN10184.png,5,0,1,True
TRAIN10185.png,6,0,2,False
TRAIN10186.png,3,0,1,True
TRAIN10188.png,1,0,2,False
TRAIN1019.png,4,1,0,True
TRAIN10190.png,4,0,2,True
TRAIN10191.png,2,1,2,True
TRAIN10192.png,4,0,0,True
TRAIN10193.png,1,1,0,True
TRAIN10194.png,3,0,1,True
TRAIN10196.png,7,0,2,True
TRAIN10197.png,3,0,1,True
TRAIN10198.png,7,0,1,True
TRAIN10202.png,3,0,1,True
TRAIN10204.png,3,0,1,False
TRAIN10205.png,0,1,1,False
TRAIN10206.png,0,0,0,True
TRAIN10209.png,5,1,0,False
TRAIN10210.png,3,0,1,True
TRAIN10214.png,1,0,1,True
TRAIN10215.png,3,0,1,True
TRAIN10218.png,3,0,1,True
TRAIN10219.png,1,1,0,True
TRAIN10220.png,4,0,2,True
TRAIN10222.png,1,1,0,False
TRAIN10223.png,0,0,1,True
TRAIN10225.png,3,0,2,False
TRAIN10226.png,7,1,1,True
TRAIN10227.png,2,0,0,False
TRAIN10229.png,4,1,1,True
TRAIN1023.png,5,1,2,True
TRAIN10230.png,4,1,1,False
TRAIN10231.png,1,0,1,False
TRAIN10232.png,3,0,0,False
TRAIN10233.png,4,0,0,False
TRAIN10234.png,6,0,0,True
TRAIN10235.png,6,0,1,True
TRAIN10236.png,5,0,1,True
TRAIN10237.png,4,0,1,True
TRAIN10238.png,2,1,1,False
TRAIN10244.png,1,0,0,False
TRAIN10245.png,2,0,1,True
TRAIN10246.png,4,1,1,False
TRAIN10247.png,4,0,1,False
TRAIN10248.png,1,0,1,False
TRAIN1025.png,1,0,1,True
TRAIN10250.png,4,0,2,False
TRAIN10251.png,2,1,1,True
TRAIN10252.png,7,0,1,True
TRAIN10253.png,5,0,0,False
TRAIN10255.png,4,1,1,False
TRAIN10256.png,3,1,1,True
TRAIN10257.png,2,1,1,False
TRAIN10259.png,3,0,1,True
TRAIN10262.png,3,0,2,False
TRAIN10264.png,4,1,2,True
TRAIN10265.png,3,1,1,True
TRAIN10266.png,1,0,1,True
TRAIN10267.png,2,0,0,False
TRAIN10268.png,6,0,2,False
TRAIN10269.png,2,0,1,False
TRAIN10270.png,5,1,1,True
TRAIN10271.png,3,1,0,True
TRAIN10273.png,2,1,1,False
TRAIN10274.png,1,0,0,True
TRAIN1028.png,2,1,1,False
TRAIN10281.png,2,1,2,False
TRAIN10282.png,3,1,1,True
TRAIN10283.png,6,1,1,True
TRAIN10285.png,7,0,0,True
TRAIN10286.png,3,1,0,True
TRAIN10288.png,1,0,1,True
TRAIN1029.png,7,1,0,True
TRAIN10291.png,1,1,2,False
TRAIN10295.png,0,0,1,True
TRAIN10296.png,6,0,0,True
TRAIN10298.png,6,0,2,True
TRAIN10299.png,6,1,2,True
TRAIN1030.png,4,0,0,True
TRAIN10300.png,6,1,1,False
TRAIN10304.png,5,1,0,True
TRAIN10308.png,4,0,1,True
TRAIN10309.png,1,1,0,True
TRAIN1031.png,2,0,1,True
TRAIN10310.png,2,0,0,True
TRAIN10311.png,2,0,1,True
TRAIN10312.png,1,0,0,False
TRAIN10313.png,4,0,0,True
TRAIN10314.png,1,1,0,False
TRAIN10319.png,6,0,2,True
TRAIN1032.png,3,0,2,True
TRAIN10320.png,5,1,1,False
TRAIN10323.png,1,0,1,True
TRAIN10324.png,4,0,1,True
TRAIN10326.png,2,1,1,False
TRAIN10328.png,3,0,1,False
TRAIN10329.png,1,0,1,False
TRAIN10331.png,6,1,2,True
TRAIN10332.png,5,0,1,True
TRAIN10335.png,8,1,1,True
TRAIN10336.png,0,0,1,True
TRAIN10338.png,3,1,1,True
TRAIN10343.png,7,0,1,False
TRAIN10348.png,3,0,0,False
TRAIN10349.png,2,1,2,True
TRAIN10350.png,2,1,1,False
TRAIN10351.png,6,1,1,True
TRAIN10353.png,8,0,0,False
TRAIN10356.png,6,1,2,True
